Land;Partner;Variable;Einheit;Jahr;Wert;Quelle
POL;HUN;Import;Bln. Us-$;2009;2.804716654;UN Comtrade Database
POL;HUN;Import;Bln. Us-$;2010;3.056781909;UN Comtrade Database
POL;ISL;Import;Bln. Us-$;2000;0.005632;UN Comtrade Database
POL;ISL;Import;Bln. Us-$;2001;0.02419;UN Comtrade Database
POL;ISL;Import;Bln. Us-$;2002;0.053539;UN Comtrade Database
POL;ISL;Import;Bln. Us-$;2003;0.033373;UN Comtrade Database
POL;ISL;Import;Bln. Us-$;2004;0.042286561;UN Comtrade Database
POL;ISL;Import;Bln. Us-$;2005;0.043001297;UN Comtrade Database
POL;ISL;Import;Bln. Us-$;2006;0.08088848;UN Comtrade Database
POL;ISL;Import;Bln. Us-$;2007;0.054840969;UN Comtrade Database
POL;ISL;Import;Bln. Us-$;2008;0.087286088;UN Comtrade Database
POL;ISL;Import;Bln. Us-$;2009;0.061129338;UN Comtrade Database
POL;ISL;Import;Bln. Us-$;2010;0.093436934;UN Comtrade Database
POL;IND;Import;Bln. Us-$;2000;0.12924;UN Comtrade Database
POL;IND;Import;Bln. Us-$;2001;0.146075;UN Comtrade Database
POL;IND;Import;Bln. Us-$;2002;0.169992;UN Comtrade Database
POL;IND;Import;Bln. Us-$;2003;0.210314;UN Comtrade Database
POL;IND;Import;Bln. Us-$;2004;0.310413213;UN Comtrade Database
POL;IND;Import;Bln. Us-$;2005;0.36743101;UN Comtrade Database
POL;IND;Import;Bln. Us-$;2006;0.473368217;UN Comtrade Database
POL;IND;Import;Bln. Us-$;2007;0.701221221;UN Comtrade Database
POL;IND;Import;Bln. Us-$;2008;0.983408837;UN Comtrade Database
POL;IND;Import;Bln. Us-$;2009;0.803675222;UN Comtrade Database
POL;IND;Import;Bln. Us-$;2010;0.973381903;UN Comtrade Database
POL;IRL;Import;Bln. Us-$;2000;0.275484;UN Comtrade Database
POL;IRL;Import;Bln. Us-$;2001;0.283488;UN Comtrade Database
POL;IRL;Import;Bln. Us-$;2002;0.313351;UN Comtrade Database
POL;IRL;Import;Bln. Us-$;2003;0.355061;UN Comtrade Database
POL;IRL;Import;Bln. Us-$;2004;0.461222219;UN Comtrade Database
POL;IRL;Import;Bln. Us-$;2005;0.561002119;UN Comtrade Database
POL;IRL;Import;Bln. Us-$;2006;0.710440903;UN Comtrade Database
POL;IRL;Import;Bln. Us-$;2007;0.907449553;UN Comtrade Database
POL;IRL;Import;Bln. Us-$;2008;1.402625829;UN Comtrade Database
POL;IRL;Import;Bln. Us-$;2009;0.989778891;UN Comtrade Database
POL;IRL;Import;Bln. Us-$;2010;1.092021266;UN Comtrade Database
POL;ISR;Import;Bln. Us-$;2000;0.146102;UN Comtrade Database
POL;ISR;Import;Bln. Us-$;2001;0.116705;UN Comtrade Database
POL;ISR;Import;Bln. Us-$;2002;0.103775;UN Comtrade Database
POL;ISR;Import;Bln. Us-$;2003;0.110548;UN Comtrade Database
POL;ISR;Import;Bln. Us-$;2004;0.153173024;UN Comtrade Database
POL;ISR;Import;Bln. Us-$;2005;0.18632103;UN Comtrade Database
POL;ISR;Import;Bln. Us-$;2006;0.256477697;UN Comtrade Database
POL;ISR;Import;Bln. Us-$;2007;0.331626489;UN Comtrade Database
POL;ISR;Import;Bln. Us-$;2008;0.419430727;UN Comtrade Database
POL;ISR;Import;Bln. Us-$;2009;0.29507931;UN Comtrade Database
POL;ISR;Import;Bln. Us-$;2010;0.322327233;UN Comtrade Database
POL;ITA;Import;Bln. Us-$;2000;4.036071;UN Comtrade Database
POL;ITA;Import;Bln. Us-$;2001;4.110795;UN Comtrade Database
POL;ITA;Import;Bln. Us-$;2002;4.572687;UN Comtrade Database
POL;ITA;Import;Bln. Us-$;2003;5.750308;UN Comtrade Database
POL;ITA;Import;Bln. Us-$;2004;6.934260393;UN Comtrade Database
POL;ITA;Import;Bln. Us-$;2005;7.181150317;UN Comtrade Database
POL;ITA;Import;Bln. Us-$;2006;8.53025157;UN Comtrade Database
POL;ITA;Import;Bln. Us-$;2007;11.2359438;UN Comtrade Database
POL;ITA;Import;Bln. Us-$;2008;13.68941373;UN Comtrade Database
POL;ITA;Import;Bln. Us-$;2009;10.16568381;UN Comtrade Database
POL;ITA;Import;Bln. Us-$;2010;9.725560508;UN Comtrade Database
POL;JPN;Import;Bln. Us-$;2000;1.033176;UN Comtrade Database
POL;JPN;Import;Bln. Us-$;2001;0.967031;UN Comtrade Database
POL;JPN;Import;Bln. Us-$;2002;1.019261;UN Comtrade Database
POL;JPN;Import;Bln. Us-$;2003;1.247605;UN Comtrade Database
POL;JPN;Import;Bln. Us-$;2004;1.711184528;UN Comtrade Database
POL;JPN;Import;Bln. Us-$;2005;1.992198816;UN Comtrade Database
POL;JPN;Import;Bln. Us-$;2006;2.076783329;UN Comtrade Database
POL;JPN;Import;Bln. Us-$;2007;3.171156178;UN Comtrade Database
POL;JPN;Import;Bln. Us-$;2008;4.381193191;UN Comtrade Database
POL;JPN;Import;Bln. Us-$;2009;2.957051656;UN Comtrade Database
POL;JPN;Import;Bln. Us-$;2010;3.567149805;UN Comtrade Database
POL;LVA;Import;Bln. Us-$;2000;0.03047;UN Comtrade Database
POL;LVA;Import;Bln. Us-$;2001;0.030641;UN Comtrade Database
POL;LVA;Import;Bln. Us-$;2002;0.034929;UN Comtrade Database
POL;LVA;Import;Bln. Us-$;2003;0.041359;UN Comtrade Database
POL;LVA;Import;Bln. Us-$;2004;0.178141418;UN Comtrade Database
POL;LVA;Import;Bln. Us-$;2005;0.26662341;UN Comtrade Database
POL;LVA;Import;Bln. Us-$;2006;0.150129789;UN Comtrade Database
POL;LVA;Import;Bln. Us-$;2007;0.247866032;UN Comtrade Database
POL;LVA;Import;Bln. Us-$;2008;0.266121292;UN Comtrade Database
POL;LVA;Import;Bln. Us-$;2009;0.186334355;UN Comtrade Database
POL;LVA;Import;Bln. Us-$;2010;0.21983572;UN Comtrade Database
POL;LTU;Import;Bln. Us-$;2000;0.270727;UN Comtrade Database
POL;LTU;Import;Bln. Us-$;2001;0.27069;UN Comtrade Database
POL;LTU;Import;Bln. Us-$;2002;0.183985;UN Comtrade Database
POL;LTU;Import;Bln. Us-$;2003;0.296196;UN Comtrade Database
POL;LTU;Import;Bln. Us-$;2004;0.475535854;UN Comtrade Database
POL;LTU;Import;Bln. Us-$;2005;0.611329025;UN Comtrade Database
POL;LTU;Import;Bln. Us-$;2006;0.733244746;UN Comtrade Database
POL;LTU;Import;Bln. Us-$;2007;0.916925637;UN Comtrade Database
POL;LTU;Import;Bln. Us-$;2008;1.134058449;UN Comtrade Database
POL;LTU;Import;Bln. Us-$;2009;0.799127641;UN Comtrade Database
POL;LTU;Import;Bln. Us-$;2010;1.021778928;UN Comtrade Database
POL;LUX;Import;Bln. Us-$;2000;0.069537;UN Comtrade Database
POL;LUX;Import;Bln. Us-$;2001;0.067776;UN Comtrade Database
POL;LUX;Import;Bln. Us-$;2002;0.073717;UN Comtrade Database
POL;LUX;Import;Bln. Us-$;2003;0.104635;UN Comtrade Database
POL;LUX;Import;Bln. Us-$;2004;0.140694186;UN Comtrade Database
POL;LUX;Import;Bln. Us-$;2005;0.166598915;UN Comtrade Database
POL;LUX;Import;Bln. Us-$;2006;0.218386255;UN Comtrade Database
POL;LUX;Import;Bln. Us-$;2007;0.254527209;UN Comtrade Database
POL;LUX;Import;Bln. Us-$;2008;0.330539993;UN Comtrade Database
POL;LUX;Import;Bln. Us-$;2009;0.195425087;UN Comtrade Database
POL;LUX;Import;Bln. Us-$;2010;0.242170082;UN Comtrade Database
POL;MLT;Import;Bln. Us-$;2000;0.002212;UN Comtrade Database
POL;MLT;Import;Bln. Us-$;2001;0.02353;UN Comtrade Database
POL;MLT;Import;Bln. Us-$;2002;0.013124;UN Comtrade Database
POL;MLT;Import;Bln. Us-$;2003;0.028098;UN Comtrade Database
POL;MLT;Import;Bln. Us-$;2004;0.03998497;UN Comtrade Database
POL;MLT;Import;Bln. Us-$;2005;0.009779027;UN Comtrade Database
POL;MLT;Import;Bln. Us-$;2006;0.012997154;UN Comtrade Database
POL;MLT;Import;Bln. Us-$;2007;0.022530066;UN Comtrade Database
POL;MLT;Import;Bln. Us-$;2008;0.043296824;UN Comtrade Database
POL;MLT;Import;Bln. Us-$;2009;0.02398851;UN Comtrade Database
POL;MLT;Import;Bln. Us-$;2010;0.044817345;UN Comtrade Database
POL;MEX;Import;Bln. Us-$;2000;0.071656;UN Comtrade Database
POL;MEX;Import;Bln. Us-$;2001;0.079541;UN Comtrade Database
POL;MEX;Import;Bln. Us-$;2002;0.092133;UN Comtrade Database
POL;MEX;Import;Bln. Us-$;2003;0.118892;UN Comtrade Database
POL;MEX;Import;Bln. Us-$;2004;0.120167351;UN Comtrade Database
POL;MEX;Import;Bln. Us-$;2005;0.178133944;UN Comtrade Database
POL;MEX;Import;Bln. Us-$;2006;0.203703473;UN Comtrade Database
POL;MEX;Import;Bln. Us-$;2007;0.280310852;UN Comtrade Database
POL;MEX;Import;Bln. Us-$;2008;0.392267612;UN Comtrade Database
POL;MEX;Import;Bln. Us-$;2009;0.222717882;UN Comtrade Database
POL;MEX;Import;Bln. Us-$;2010;0.28940364;UN Comtrade Database
POL;NLD;Import;Bln. Us-$;2000;1.703275;UN Comtrade Database
POL;NLD;Import;Bln. Us-$;2001;1.748805;UN Comtrade Database
POL;NLD;Import;Bln. Us-$;2002;1.898053;UN Comtrade Database
POL;NLD;Import;Bln. Us-$;2003;2.267111;UN Comtrade Database
POL;NLD;Import;Bln. Us-$;2004;3.072304844;UN Comtrade Database
POL;NLD;Import;Bln. Us-$;2005;3.473975636;UN Comtrade Database
POL;NLD;Import;Bln. Us-$;2006;3.953849431;UN Comtrade Database
POL;NLD;Import;Bln. Us-$;2007;5.602436348;UN Comtrade Database
POL;NLD;Import;Bln. Us-$;2008;7.233424166;UN Comtrade Database
POL;NLD;Import;Bln. Us-$;2009;5.434940281;UN Comtrade Database
POL;NLD;Import;Bln. Us-$;2010;6.39996642;UN Comtrade Database
POL;NZL;Import;Bln. Us-$;2000;0.013983;UN Comtrade Database
POL;NZL;Import;Bln. Us-$;2001;0.009489;UN Comtrade Database
POL;NZL;Import;Bln. Us-$;2002;0.010065;UN Comtrade Database
POL;NZL;Import;Bln. Us-$;2003;0.017653;UN Comtrade Database
POL;NZL;Import;Bln. Us-$;2004;0.020215766;UN Comtrade Database
POL;NZL;Import;Bln. Us-$;2005;0.022775633;UN Comtrade Database
POL;NZL;Import;Bln. Us-$;2006;0.022111437;UN Comtrade Database
POL;NZL;Import;Bln. Us-$;2007;0.02726776;UN Comtrade Database
POL;NZL;Import;Bln. Us-$;2008;0.032731767;UN Comtrade Database
POL;NZL;Import;Bln. Us-$;2009;0.016282931;UN Comtrade Database
POL;NZL;Import;Bln. Us-$;2010;0.016754144;UN Comtrade Database
POL;NOR;Import;Bln. Us-$;2000;0.391517;UN Comtrade Database
POL;NOR;Import;Bln. Us-$;2001;0.476874;UN Comtrade Database
POL;NOR;Import;Bln. Us-$;2002;0.658631;UN Comtrade Database
POL;NOR;Import;Bln. Us-$;2003;1.189807;UN Comtrade Database
POL;NOR;Import;Bln. Us-$;2004;1.268250369;UN Comtrade Database
POL;NOR;Import;Bln. Us-$;2005;1.597744956;UN Comtrade Database
POL;NOR;Import;Bln. Us-$;2006;1.66331599;UN Comtrade Database
POL;NOR;Import;Bln. Us-$;2007;1.773873555;UN Comtrade Database
POL;NOR;Import;Bln. Us-$;2008;2.861157014;UN Comtrade Database
POL;NOR;Import;Bln. Us-$;2009;1.891081019;UN Comtrade Database
POL;NOR;Import;Bln. Us-$;2010;2.671416975;UN Comtrade Database
POL;PRT;Import;Bln. Us-$;2000;0.144158;UN Comtrade Database
POL;PRT;Import;Bln. Us-$;2001;0.151293;UN Comtrade Database
POL;PRT;Import;Bln. Us-$;2002;0.192644;UN Comtrade Database
POL;PRT;Import;Bln. Us-$;2003;0.242026;UN Comtrade Database
POL;PRT;Import;Bln. Us-$;2004;0.284722205;UN Comtrade Database
POL;PRT;Import;Bln. Us-$;2005;0.280806109;UN Comtrade Database
POL;PRT;Import;Bln. Us-$;2006;0.372218079;UN Comtrade Database
POL;PRT;Import;Bln. Us-$;2007;0.398980158;UN Comtrade Database
POL;PRT;Import;Bln. Us-$;2008;0.523514342;UN Comtrade Database
POL;PRT;Import;Bln. Us-$;2009;0.407397135;UN Comtrade Database
POL;PRT;Import;Bln. Us-$;2010;0.442570825;UN Comtrade Database
POL;KOR;Import;Bln. Us-$;2000;0.728877;UN Comtrade Database
POL;KOR;Import;Bln. Us-$;2001;0.506802;UN Comtrade Database
POL;KOR;Import;Bln. Us-$;2002;0.56375;UN Comtrade Database
POL;KOR;Import;Bln. Us-$;2003;0.62954;UN Comtrade Database
POL;KOR;Import;Bln. Us-$;2004;1.020422282;UN Comtrade Database
POL;KOR;Import;Bln. Us-$;2005;1.582997241;UN Comtrade Database
POL;KOR;Import;Bln. Us-$;2006;2.895258166;UN Comtrade Database
POL;KOR;Import;Bln. Us-$;2007;3.856107378;UN Comtrade Database
POL;KOR;Import;Bln. Us-$;2008;5.157635167;UN Comtrade Database
POL;KOR;Import;Bln. Us-$;2009;4.481190097;UN Comtrade Database
POL;KOR;Import;Bln. Us-$;2010;4.855545114;UN Comtrade Database
POL;ROM;Import;Bln. Us-$;2000;0.117408;UN Comtrade Database
POL;ROM;Import;Bln. Us-$;2001;0.122675;UN Comtrade Database
POL;ROM;Import;Bln. Us-$;2002;0.135106;UN Comtrade Database
POL;ROM;Import;Bln. Us-$;2003;0.213748;UN Comtrade Database
POL;ROM;Import;Bln. Us-$;2004;0.405669535;UN Comtrade Database
POL;ROM;Import;Bln. Us-$;2005;0.475554177;UN Comtrade Database
POL;ROM;Import;Bln. Us-$;2006;0.635136845;UN Comtrade Database
POL;ROM;Import;Bln. Us-$;2007;0.816485941;UN Comtrade Database
POL;ROM;Import;Bln. Us-$;2008;0.981299059;UN Comtrade Database
POL;ROM;Import;Bln. Us-$;2009;0.814727944;UN Comtrade Database
POL;ROM;Import;Bln. Us-$;2010;1.225173169;UN Comtrade Database
POL;RUS;Import;Bln. Us-$;2000;4.605233;UN Comtrade Database
POL;RUS;Import;Bln. Us-$;2001;4.408978;UN Comtrade Database
POL;RUS;Import;Bln. Us-$;2002;4.394275;UN Comtrade Database
POL;RUS;Import;Bln. Us-$;2003;5.202009;UN Comtrade Database
POL;RUS;Import;Bln. Us-$;2004;6.390628513;UN Comtrade Database
POL;RUS;Import;Bln. Us-$;2005;8.985500601;UN Comtrade Database
POL;RUS;Import;Bln. Us-$;2006;12.14503251;UN Comtrade Database
POL;RUS;Import;Bln. Us-$;2007;14.35284313;UN Comtrade Database
POL;RUS;Import;Bln. Us-$;2008;20.5449922;UN Comtrade Database
POL;RUS;Import;Bln. Us-$;2009;12.83440611;UN Comtrade Database
POL;RUS;Import;Bln. Us-$;2010;18.20071348;UN Comtrade Database
POL;SVK;Import;Bln. Us-$;2000;0.706313;UN Comtrade Database
POL;SVK;Import;Bln. Us-$;2001;0.740927;UN Comtrade Database
POL;SVK;Import;Bln. Us-$;2002;0.794638;UN Comtrade Database
POL;SVK;Import;Bln. Us-$;2003;1.028483;UN Comtrade Database
POL;SVK;Import;Bln. Us-$;2004;1.453390599;UN Comtrade Database
POL;SVK;Import;Bln. Us-$;2005;1.872217935;UN Comtrade Database
POL;SVK;Import;Bln. Us-$;2006;2.219059055;UN Comtrade Database
POL;SVK;Import;Bln. Us-$;2007;2.986895526;UN Comtrade Database
POL;SVK;Import;Bln. Us-$;2008;3.996143047;UN Comtrade Database
POL;SVK;Import;Bln. Us-$;2009;3.054175859;UN Comtrade Database
POL;SVK;Import;Bln. Us-$;2010;3.599348318;UN Comtrade Database
POL;SVN;Import;Bln. Us-$;2000;0.240468;UN Comtrade Database
POL;SVN;Import;Bln. Us-$;2001;0.255437;UN Comtrade Database
POL;SVN;Import;Bln. Us-$;2002;0.298465;UN Comtrade Database
POL;SVN;Import;Bln. Us-$;2003;0.365771;UN Comtrade Database
POL;SVN;Import;Bln. Us-$;2004;0.459119687;UN Comtrade Database
POL;SVN;Import;Bln. Us-$;2005;0.471730018;UN Comtrade Database
POL;SVN;Import;Bln. Us-$;2006;0.559175173;UN Comtrade Database
POL;SVN;Import;Bln. Us-$;2007;0.744510597;UN Comtrade Database
POL;SVN;Import;Bln. Us-$;2008;0.909273292;UN Comtrade Database
POL;SVN;Import;Bln. Us-$;2009;0.615476213;UN Comtrade Database
POL;SVN;Import;Bln. Us-$;2010;0.68258704;UN Comtrade Database
POL;ZFA;Import;Bln. Us-$;2000;0.074868;UN Comtrade Database
POL;ZFA;Import;Bln. Us-$;2001;0.076206;UN Comtrade Database
POL;ZFA;Import;Bln. Us-$;2002;0.081021;UN Comtrade Database
POL;ZFA;Import;Bln. Us-$;2003;0.088462;UN Comtrade Database
POL;ZFA;Import;Bln. Us-$;2004;0.12268882;UN Comtrade Database
POL;ZFA;Import;Bln. Us-$;2005;0.17355427;UN Comtrade Database
POL;ZFA;Import;Bln. Us-$;2006;0.259993093;UN Comtrade Database
POL;ZFA;Import;Bln. Us-$;2007;0.343571787;UN Comtrade Database
POL;ZFA;Import;Bln. Us-$;2008;0.520881072;UN Comtrade Database
POL;ZFA;Import;Bln. Us-$;2009;0.395266789;UN Comtrade Database
POL;ZFA;Import;Bln. Us-$;2010;0.241060508;UN Comtrade Database
POL;ESP;Import;Bln. Us-$;2000;1.167265;UN Comtrade Database
POL;ESP;Import;Bln. Us-$;2001;1.253933;UN Comtrade Database
POL;ESP;Import;Bln. Us-$;2002;1.428712;UN Comtrade Database
POL;ESP;Import;Bln. Us-$;2003;1.738689;UN Comtrade Database
POL;ESP;Import;Bln. Us-$;2004;2.35165072;UN Comtrade Database
POL;ESP;Import;Bln. Us-$;2005;2.193719537;UN Comtrade Database
POL;ESP;Import;Bln. Us-$;2006;2.473316098;UN Comtrade Database
POL;ESP;Import;Bln. Us-$;2007;3.503712849;UN Comtrade Database
POL;ESP;Import;Bln. Us-$;2008;4.557209447;UN Comtrade Database
POL;ESP;Import;Bln. Us-$;2009;3.344767998;UN Comtrade Database
POL;ESP;Import;Bln. Us-$;2010;3.490241126;UN Comtrade Database
POL;SWE;Import;Bln. Us-$;2000;1.37591;UN Comtrade Database
POL;SWE;Import;Bln. Us-$;2001;1.321617;UN Comtrade Database
POL;SWE;Import;Bln. Us-$;2002;1.429443;UN Comtrade Database
POL;SWE;Import;Bln. Us-$;2003;1.751047;UN Comtrade Database
POL;SWE;Import;Bln. Us-$;2004;2.381317292;UN Comtrade Database
POL;SWE;Import;Bln. Us-$;2005;2.327215506;UN Comtrade Database
POL;SWE;Import;Bln. Us-$;2006;2.770035147;UN Comtrade Database
POL;SWE;Import;Bln. Us-$;2007;3.622307337;UN Comtrade Database
POL;SWE;Import;Bln. Us-$;2008;4.367943468;UN Comtrade Database
POL;SWE;Import;Bln. Us-$;2009;2.767100775;UN Comtrade Database
POL;SWE;Import;Bln. Us-$;2010;3.263198515;UN Comtrade Database
POL;CHE;Import;Bln. Us-$;2000;0.637806;UN Comtrade Database
POL;CHE;Import;Bln. Us-$;2001;0.641421;UN Comtrade Database
POL;CHE;Import;Bln. Us-$;2002;0.704264;UN Comtrade Database
POL;CHE;Import;Bln. Us-$;2003;0.765403;UN Comtrade Database
POL;CHE;Import;Bln. Us-$;2004;1.00000159;UN Comtrade Database
POL;CHE;Import;Bln. Us-$;2005;1.114137141;UN Comtrade Database
POL;CHE;Import;Bln. Us-$;2006;1.282099274;UN Comtrade Database
POL;CHE;Import;Bln. Us-$;2007;1.628622058;UN Comtrade Database
POL;CHE;Import;Bln. Us-$;2008;2.091290533;UN Comtrade Database
POL;CHE;Import;Bln. Us-$;2009;1.417168651;UN Comtrade Database
POL;CHE;Import;Bln. Us-$;2010;1.499148862;UN Comtrade Database
POL;TUR;Import;Bln. Us-$;2000;0.203437;UN Comtrade Database
POL;TUR;Import;Bln. Us-$;2001;0.385495;UN Comtrade Database
POL;TUR;Import;Bln. Us-$;2002;0.613234;UN Comtrade Database
POL;TUR;Import;Bln. Us-$;2003;0.85505;UN Comtrade Database
POL;TUR;Import;Bln. Us-$;2004;1.111078684;UN Comtrade Database
POL;TUR;Import;Bln. Us-$;2005;1.314436702;UN Comtrade Database
POL;TUR;Import;Bln. Us-$;2006;1.576013816;UN Comtrade Database
POL;TUR;Import;Bln. Us-$;2007;2.137611988;UN Comtrade Database
POL;TUR;Import;Bln. Us-$;2008;2.519997075;UN Comtrade Database
POL;TUR;Import;Bln. Us-$;2009;1.925811122;UN Comtrade Database
POL;TUR;Import;Bln. Us-$;2010;2.119994631;UN Comtrade Database
POL;GBR;Import;Bln. Us-$;2000;2.145044;UN Comtrade Database
POL;GBR;Import;Bln. Us-$;2001;2.055992;UN Comtrade Database
POL;GBR;Import;Bln. Us-$;2002;2.105612;UN Comtrade Database
POL;GBR;Import;Bln. Us-$;2003;2.495767;UN Comtrade Database
POL;GBR;Import;Bln. Us-$;2004;2.922417832;UN Comtrade Database
POL;GBR;Import;Bln. Us-$;2005;3.14341784;UN Comtrade Database
POL;GBR;Import;Bln. Us-$;2006;3.600396751;UN Comtrade Database
POL;GBR;Import;Bln. Us-$;2007;5.106986116;UN Comtrade Database
POL;GBR;Import;Bln. Us-$;2008;5.968305947;UN Comtrade Database
POL;GBR;Import;Bln. Us-$;2009;4.417617603;UN Comtrade Database
POL;GBR;Import;Bln. Us-$;2010;4.675541967;UN Comtrade Database
POL;USA;Import;Bln. Us-$;2000;2.137867;UN Comtrade Database
POL;USA;Import;Bln. Us-$;2001;1.682738;UN Comtrade Database
POL;USA;Import;Bln. Us-$;2002;1.783124;UN Comtrade Database
POL;USA;Import;Bln. Us-$;2003;1.751652;UN Comtrade Database
POL;USA;Import;Bln. Us-$;2004;2.119431616;UN Comtrade Database
POL;USA;Import;Bln. Us-$;2005;2.415761945;UN Comtrade Database
POL;USA;Import;Bln. Us-$;2006;2.771981335;UN Comtrade Database
POL;USA;Import;Bln. Us-$;2007;3.463534595;UN Comtrade Database
POL;USA;Import;Bln. Us-$;2008;4.596433806;UN Comtrade Database
POL;USA;Import;Bln. Us-$;2009;3.44132219;UN Comtrade Database
POL;USA;Import;Bln. Us-$;2010;4.430443252;UN Comtrade Database
PRT;ARG;Import;Bln. Us-$;2000;0.161796572;UN Comtrade Database
PRT;ARG;Import;Bln. Us-$;2001;0.175667437;UN Comtrade Database
PRT;ARG;Import;Bln. Us-$;2002;0.162330905;UN Comtrade Database
PRT;ARG;Import;Bln. Us-$;2003;0.203979936;UN Comtrade Database
PRT;ARG;Import;Bln. Us-$;2004;0.19991386;UN Comtrade Database
PRT;ARG;Import;Bln. Us-$;2005;0.176666912;UN Comtrade Database
PRT;ARG;Import;Bln. Us-$;2006;0.122740807;UN Comtrade Database
PRT;ARG;Import;Bln. Us-$;2007;0.238369701;UN Comtrade Database
PRT;ARG;Import;Bln. Us-$;2008;0.447446277;UN Comtrade Database
PRT;ARG;Import;Bln. Us-$;2009;0.167648568;UN Comtrade Database
PRT;ARG;Import;Bln. Us-$;2010;0.123564959;UN Comtrade Database
PRT;AUS;Import;Bln. Us-$;2000;0.023826369;UN Comtrade Database
PRT;AUS;Import;Bln. Us-$;2001;0.031748291;UN Comtrade Database
PRT;AUS;Import;Bln. Us-$;2002;0.056056255;UN Comtrade Database
PRT;AUS;Import;Bln. Us-$;2003;0.048583944;UN Comtrade Database
PRT;AUS;Import;Bln. Us-$;2004;0.033052244;UN Comtrade Database
PRT;AUS;Import;Bln. Us-$;2005;0.028910138;UN Comtrade Database
PRT;AUS;Import;Bln. Us-$;2006;0.03530942;UN Comtrade Database
PRT;AUS;Import;Bln. Us-$;2007;0.052613567;UN Comtrade Database
PRT;AUS;Import;Bln. Us-$;2008;0.024848149;UN Comtrade Database
PRT;AUS;Import;Bln. Us-$;2009;0.020181173;UN Comtrade Database
PRT;AUS;Import;Bln. Us-$;2010;0.016201562;UN Comtrade Database
PRT;AUT;Import;Bln. Us-$;2000;0.258627752;UN Comtrade Database
PRT;AUT;Import;Bln. Us-$;2001;0.286000165;UN Comtrade Database
PRT;AUT;Import;Bln. Us-$;2002;0.291848926;UN Comtrade Database
PRT;AUT;Import;Bln. Us-$;2003;0.375065737;UN Comtrade Database
PRT;AUT;Import;Bln. Us-$;2004;0.46416727;UN Comtrade Database
PRT;AUT;Import;Bln. Us-$;2005;0.390602743;UN Comtrade Database
PRT;AUT;Import;Bln. Us-$;2006;0.408587516;UN Comtrade Database
PRT;AUT;Import;Bln. Us-$;2007;0.677581338;UN Comtrade Database
PRT;AUT;Import;Bln. Us-$;2008;0.505952481;UN Comtrade Database
PRT;AUT;Import;Bln. Us-$;2009;0.525554528;UN Comtrade Database
PRT;AUT;Import;Bln. Us-$;2010;0.382750703;UN Comtrade Database
PRT;BEL;Import;Bln. Us-$;2000;1.216207712;UN Comtrade Database
PRT;BEL;Import;Bln. Us-$;2001;1.197227222;UN Comtrade Database
PRT;BEL;Import;Bln. Us-$;2002;1.223485414;UN Comtrade Database
PRT;BEL;Import;Bln. Us-$;2003;1.368323882;UN Comtrade Database
PRT;BEL;Import;Bln. Us-$;2004;1.646007465;UN Comtrade Database
PRT;BEL;Import;Bln. Us-$;2005;1.730299829;UN Comtrade Database
PRT;BEL;Import;Bln. Us-$;2006;1.763431368;UN Comtrade Database
PRT;BEL;Import;Bln. Us-$;2007;2.18472125;UN Comtrade Database
PRT;BEL;Import;Bln. Us-$;2008;2.303713015;UN Comtrade Database
PRT;BEL;Import;Bln. Us-$;2009;1.942012834;UN Comtrade Database
PRT;BEL;Import;Bln. Us-$;2010;2.14981488;UN Comtrade Database
PRT;BRA;Import;Bln. Us-$;2000;0.442025221;UN Comtrade Database
PRT;BRA;Import;Bln. Us-$;2001;0.499059503;UN Comtrade Database
PRT;BRA;Import;Bln. Us-$;2002;0.619708878;UN Comtrade Database
PRT;BRA;Import;Bln. Us-$;2003;0.74644072;UN Comtrade Database
PRT;BRA;Import;Bln. Us-$;2004;1.066032733;UN Comtrade Database
